slug,prompt,transcoder_set
add-2d-22-44,22+44=,gemma
add-2d-33-55,33+55=,gemma
add-2d-22-99,22+99=,gemma
add-2d-44-55,44+55=,gemma
add-2d-66-66,66+66=,gemma
add-2d-66-99,66+99=,gemma
add-2d-11-88,11+88=,gemma
add-2d-77-88,77+88=,gemma
add-2d-44-99,44+99=,gemma
add-2d-55-88,55+88=,gemma
add-2d-55-77,55+77=,gemma
add-2d-33-77,33+77=,gemma
add-2d-55-66,55+66=,gemma
add-2d-77-99,77+99=,gemma
add-2d-22-22,22+22=,gemma
add-2d-88-88,88+88=,gemma
add-3d-312-382,312+382=,gemma
add-3d-154-634,154+634=,gemma
add-3d-154-545,154+545=,gemma
add-3d-214-725,214+725=,gemma
add-3d-314-622,314+622=,gemma
add-3d-114-405,114+405=,gemma
add-3d-213-720,213+720=,gemma
add-3d-230-555,230+555=,gemma
add-3d-114-153,114+153=,gemma
add-3d-483-500,483+500=,gemma
add-3d-101-266,101+266=,gemma
add-3d-112-113,112+113=,gemma
add-3d-228-751,228+751=,gemma
add-3d-343-825,343+825=,gemma
add-3d-435-811,435+811=,gemma
add-3d-236-655,236+655=,gemma
add-3d-118-374,118+374=,gemma
add-3d-254-292,254+292=,gemma
add-3d-192-676,192+676=,gemma
add-3d-528-721,528+721=,gemma
add-3d-153-473,153+473=,gemma
add-3d-637-931,637+931=,gemma
add-3d-534-914,534+914=,gemma
add-3d-466-507,466+507=,gemma
add-3d-375-923,375+923=,gemma
add-3d-606-720,606+720=,gemma
add-3d-681-728,681+728=,gemma
add-3d-378-538,378+538=,gemma
add-3d-235-856,235+856=,gemma
add-3d-470-560,470+560=,gemma
add-3d-928-991,928+991=,gemma
add-3d-751-864,751+864=,gemma
add-3d-578-961,578+961=,gemma
add-3d-343-894,343+894=,gemma
add-3d-652-690,652+690=,gemma
add-3d-398-549,398+549=,gemma
add-3d-189-625,189+625=,gemma
add-3d-263-841,263+841=,gemma
add-3d-244-576,244+576=,gemma
add-3d-619-682,619+682=,gemma
add-3d-439-596,439+596=,gemma
add-3d-457-879,457+879=,gemma
add-3d-588-839,588+839=,gemma
add-3d-897-898,897+898=,gemma
add-3d-338-677,338+677=,gemma
add-3d-267-766,267+766=,gemma
add-3d-157-893,157+893=,gemma
add-3d-276-869,276+869=,gemma
add-3d-669-737,669+737=,gemma
add-3d-296-738,296+738=,gemma
add-3d-576-657,576+657=,gemma
add-3d-689-784,689+784=,gemma
add-3d-100-500,100+500=,gemma
add-3d-800-800,800+800=,gemma
add-3d-400-800,400+800=,gemma
add-3d-600-600,600+600=,gemma
add-3d-300-700,300+700=,gemma
add-3d-300-900,300+900=,gemma
add-3d-200-400,200+400=,gemma
add-3d-300-500,300+500=,gemma
add-3d-700-800,700+800=,gemma
add-3d-400-600,400+600=,gemma
add-3d-200-200,200+200=,gemma
add-3d-100-400,100+400=,gemma
add-3d-340-450,340+450=,gemma
add-3d-760-980,760+980=,gemma
add-3d-360-640,360+640=,gemma
add-3d-460-800,460+800=,gemma
add-3d-370-710,370+710=,gemma
add-3d-730-730,730+730=,gemma
add-3d-260-480,260+480=,gemma
add-3d-210-730,210+730=,gemma
add-3d-160-830,160+830=,gemma
add-3d-190-630,190+630=,gemma
add-3d-920-980,920+980=,gemma
add-3d-250-360,250+360=,gemma
add-3d-733-733,733+733=,gemma
add-3d-905-905,905+905=,gemma
add-3d-725-725,725+725=,gemma
add-3d-775-775,775+775=,gemma
add-3d-537-537,537+537=,gemma
add-3d-515-515,515+515=,gemma
add-3d-679-679,679+679=,gemma
add-3d-623-623,623+623=,gemma
add-3d-102-102,102+102=,gemma
add-3d-780-780,780+780=,gemma
add-3d-924-924,924+924=,gemma
add-3d-811-811,811+811=,gemma
add-3d-555-888,555+888=,gemma
add-3d-444-999,444+999=,gemma
add-3d-333-444,333+444=,gemma
add-3d-666-666,666+666=,gemma
add-3d-666-888,666+888=,gemma
add-3d-222-555,222+555=,gemma
add-3d-444-777,444+777=,gemma
add-3d-222-333,222+333=,gemma
add-3d-777-999,777+999=,gemma
add-3d-111-333,111+333=,gemma
add-3d-999-999,999+999=,gemma
add-3d-333-666,333+666=,gemma
