slug,prompt,intermediate_concept,correct_answer,hop_type,notes
add-2d-11-88,11+88=,N/A,99,addition,operand_digits=2 category=repeated_digit num_carries=0 (11+88=99)
add-2d-77-88,77+88=,N/A,165,addition,operand_digits=2 category=repeated_digit num_carries=2 (77+88=165)
add-2d-44-99,44+99=,N/A,143,addition,operand_digits=2 category=repeated_digit num_carries=2 (44+99=143)
add-2d-55-88,55+88=,N/A,143,addition,operand_digits=2 category=repeated_digit num_carries=2 (55+88=143)
add-2d-55-77,55+77=,N/A,132,addition,operand_digits=2 category=repeated_digit num_carries=2 (55+77=132)
add-2d-33-77,33+77=,N/A,110,addition,operand_digits=2 category=repeated_digit num_carries=2 (33+77=110)
add-2d-55-66,55+66=,N/A,121,addition,operand_digits=2 category=repeated_digit num_carries=2 (55+66=121)
add-2d-77-99,77+99=,N/A,176,addition,operand_digits=2 category=repeated_digit num_carries=2 (77+99=176)
add-2d-22-22,22+22=,N/A,44,addition,operand_digits=2 category=repeated_digit num_carries=0 (22+22=44)
add-2d-88-88,88+88=,N/A,176,addition,operand_digits=2 category=repeated_digit num_carries=2 (88+88=176)
add-3d-312-382,312+382=,N/A,694,addition,operand_digits=3 category=no_carry num_carries=0 (312+382=694)
add-3d-154-634,154+634=,N/A,788,addition,operand_digits=3 category=no_carry num_carries=0 (154+634=788)
add-3d-154-545,154+545=,N/A,699,addition,operand_digits=3 category=no_carry num_carries=0 (154+545=699)
add-3d-214-725,214+725=,N/A,939,addition,operand_digits=3 category=no_carry num_carries=0 (214+725=939)
add-3d-314-622,314+622=,N/A,936,addition,operand_digits=3 category=no_carry num_carries=0 (314+622=936)
add-3d-114-405,114+405=,N/A,519,addition,operand_digits=3 category=no_carry num_carries=0 (114+405=519)
add-3d-213-720,213+720=,N/A,933,addition,operand_digits=3 category=no_carry num_carries=0 (213+720=933)
add-3d-230-555,230+555=,N/A,785,addition,operand_digits=3 category=no_carry num_carries=0 (230+555=785)
add-3d-114-153,114+153=,N/A,267,addition,operand_digits=3 category=no_carry num_carries=0 (114+153=267)
add-3d-483-500,483+500=,N/A,983,addition,operand_digits=3 category=no_carry num_carries=0 (483+500=983)
add-3d-101-266,101+266=,N/A,367,addition,operand_digits=3 category=no_carry num_carries=0 (101+266=367)
add-3d-112-113,112+113=,N/A,225,addition,operand_digits=3 category=no_carry num_carries=0 (112+113=225)
add-3d-228-751,228+751=,N/A,979,addition,operand_digits=3 category=no_carry num_carries=0 (228+751=979)
add-3d-343-825,343+825=,N/A,1168,addition,operand_digits=3 category=one_carry num_carries=1 (343+825=1168)
add-3d-435-811,435+811=,N/A,1246,addition,operand_digits=3 category=one_carry num_carries=1 (435+811=1246)
add-3d-236-655,236+655=,N/A,891,addition,operand_digits=3 category=one_carry num_carries=1 (236+655=891)
add-3d-118-374,118+374=,N/A,492,addition,operand_digits=3 category=one_carry num_carries=1 (118+374=492)
add-3d-254-292,254+292=,N/A,546,addition,operand_digits=3 category=one_carry num_carries=1 (254+292=546)
add-3d-192-676,192+676=,N/A,868,addition,operand_digits=3 category=one_carry num_carries=1 (192+676=868)
add-3d-528-721,528+721=,N/A,1249,addition,operand_digits=3 category=one_carry num_carries=1 (528+721=1249)
add-3d-153-473,153+473=,N/A,626,addition,operand_digits=3 category=one_carry num_carries=1 (153+473=626)
add-3d-637-931,637+931=,N/A,1568,addition,operand_digits=3 category=one_carry num_carries=1 (637+931=1568)
add-3d-534-914,534+914=,N/A,1448,addition,operand_digits=3 category=one_carry num_carries=1 (534+914=1448)
add-3d-466-507,466+507=,N/A,973,addition,operand_digits=3 category=one_carry num_carries=1 (466+507=973)
add-3d-375-923,375+923=,N/A,1298,addition,operand_digits=3 category=one_carry num_carries=1 (375+923=1298)
add-3d-606-720,606+720=,N/A,1326,addition,operand_digits=3 category=one_carry num_carries=1 (606+720=1326)
add-3d-681-728,681+728=,N/A,1409,addition,operand_digits=3 category=two_carry num_carries=2 (681+728=1409)
add-3d-378-538,378+538=,N/A,916,addition,operand_digits=3 category=two_carry num_carries=2 (378+538=916)
add-3d-235-856,235+856=,N/A,1091,addition,operand_digits=3 category=two_carry num_carries=2 (235+856=1091)
add-3d-470-560,470+560=,N/A,1030,addition,operand_digits=3 category=two_carry num_carries=2 (470+560=1030)
add-3d-928-991,928+991=,N/A,1919,addition,operand_digits=3 category=two_carry num_carries=2 (928+991=1919)
add-3d-751-864,751+864=,N/A,1615,addition,operand_digits=3 category=two_carry num_carries=2 (751+864=1615)
add-3d-578-961,578+961=,N/A,1539,addition,operand_digits=3 category=two_carry num_carries=2 (578+961=1539)
add-3d-343-894,343+894=,N/A,1237,addition,operand_digits=3 category=two_carry num_carries=2 (343+894=1237)
add-3d-652-690,652+690=,N/A,1342,addition,operand_digits=3 category=two_carry num_carries=2 (652+690=1342)
add-3d-398-549,398+549=,N/A,947,addition,operand_digits=3 category=two_carry num_carries=2 (398+549=947)
add-3d-189-625,189+625=,N/A,814,addition,operand_digits=3 category=two_carry num_carries=2 (189+625=814)
add-3d-263-841,263+841=,N/A,1104,addition,operand_digits=3 category=two_carry num_carries=2 (263+841=1104)
add-3d-244-576,244+576=,N/A,820,addition,operand_digits=3 category=two_carry num_carries=2 (244+576=820)
add-3d-619-682,619+682=,N/A,1301,addition,operand_digits=3 category=three_carry num_carries=3 (619+682=1301)
add-3d-439-596,439+596=,N/A,1035,addition,operand_digits=3 category=three_carry num_carries=3 (439+596=1035)
add-3d-457-879,457+879=,N/A,1336,addition,operand_digits=3 category=three_carry num_carries=3 (457+879=1336)
add-3d-588-839,588+839=,N/A,1427,addition,operand_digits=3 category=three_carry num_carries=3 (588+839=1427)
add-3d-897-898,897+898=,N/A,1795,addition,operand_digits=3 category=three_carry num_carries=3 (897+898=1795)
add-3d-338-677,338+677=,N/A,1015,addition,operand_digits=3 category=three_carry num_carries=3 (338+677=1015)
add-3d-267-766,267+766=,N/A,1033,addition,operand_digits=3 category=three_carry num_carries=3 (267+766=1033)
add-3d-157-893,157+893=,N/A,1050,addition,operand_digits=3 category=three_carry num_carries=3 (157+893=1050)
add-3d-276-869,276+869=,N/A,1145,addition,operand_digits=3 category=three_carry num_carries=3 (276+869=1145)
add-3d-669-737,669+737=,N/A,1406,addition,operand_digits=3 category=three_carry num_carries=3 (669+737=1406)
add-3d-296-738,296+738=,N/A,1034,addition,operand_digits=3 category=three_carry num_carries=3 (296+738=1034)
add-3d-576-657,576+657=,N/A,1233,addition,operand_digits=3 category=three_carry num_carries=3 (576+657=1233)
add-3d-689-784,689+784=,N/A,1473,addition,operand_digits=3 category=three_carry num_carries=3 (689+784=1473)
add-3d-100-500,100+500=,N/A,600,addition,operand_digits=3 category=round_hundreds num_carries=0 (100+500=600)
add-3d-800-800,800+800=,N/A,1600,addition,operand_digits=3 category=round_hundreds num_carries=1 (800+800=1600)
add-3d-400-800,400+800=,N/A,1200,addition,operand_digits=3 category=round_hundreds num_carries=1 (400+800=1200)
add-3d-600-600,600+600=,N/A,1200,addition,operand_digits=3 category=round_hundreds num_carries=1 (600+600=1200)
add-3d-300-700,300+700=,N/A,1000,addition,operand_digits=3 category=round_hundreds num_carries=1 (300+700=1000)
add-3d-300-900,300+900=,N/A,1200,addition,operand_digits=3 category=round_hundreds num_carries=1 (300+900=1200)
add-3d-200-400,200+400=,N/A,600,addition,operand_digits=3 category=round_hundreds num_carries=0 (200+400=600)
add-3d-300-500,300+500=,N/A,800,addition,operand_digits=3 category=round_hundreds num_carries=0 (300+500=800)
add-3d-700-800,700+800=,N/A,1500,addition,operand_digits=3 category=round_hundreds num_carries=1 (700+800=1500)
add-3d-400-600,400+600=,N/A,1000,addition,operand_digits=3 category=round_hundreds num_carries=1 (400+600=1000)
add-3d-200-200,200+200=,N/A,400,addition,operand_digits=3 category=round_hundreds num_carries=0 (200+200=400)
add-3d-100-400,100+400=,N/A,500,addition,operand_digits=3 category=round_hundreds num_carries=0 (100+400=500)
add-3d-340-450,340+450=,N/A,790,addition,operand_digits=3 category=round_tens num_carries=0 (340+450=790)
add-3d-760-980,760+980=,N/A,1740,addition,operand_digits=3 category=round_tens num_carries=2 (760+980=1740)
add-3d-360-640,360+640=,N/A,1000,addition,operand_digits=3 category=round_tens num_carries=2 (360+640=1000)
add-3d-460-800,460+800=,N/A,1260,addition,operand_digits=3 category=round_tens num_carries=1 (460+800=1260)
add-3d-370-710,370+710=,N/A,1080,addition,operand_digits=3 category=round_tens num_carries=1 (370+710=1080)
add-3d-730-730,730+730=,N/A,1460,addition,operand_digits=3 category=round_tens num_carries=1 (730+730=1460)
add-3d-260-480,260+480=,N/A,740,addition,operand_digits=3 category=round_tens num_carries=1 (260+480=740)
add-3d-210-730,210+730=,N/A,940,addition,operand_digits=3 category=round_tens num_carries=0 (210+730=940)
add-3d-160-830,160+830=,N/A,990,addition,operand_digits=3 category=round_tens num_carries=0 (160+830=990)
add-3d-190-630,190+630=,N/A,820,addition,operand_digits=3 category=round_tens num_carries=1 (190+630=820)
add-3d-920-980,920+980=,N/A,1900,addition,operand_digits=3 category=round_tens num_carries=2 (920+980=1900)
add-3d-250-360,250+360=,N/A,610,addition,operand_digits=3 category=round_tens num_carries=1 (250+360=610)
add-3d-733-733,733+733=,N/A,1466,addition,operand_digits=3 category=tie num_carries=1 (733+733=1466)
add-3d-905-905,905+905=,N/A,1810,addition,operand_digits=3 category=tie num_carries=2 (905+905=1810)
add-3d-725-725,725+725=,N/A,1450,addition,operand_digits=3 category=tie num_carries=2 (725+725=1450)
add-3d-775-775,775+775=,N/A,1550,addition,operand_digits=3 category=tie num_carries=3 (775+775=1550)
add-3d-537-537,537+537=,N/A,1074,addition,operand_digits=3 category=tie num_carries=2 (537+537=1074)
add-3d-515-515,515+515=,N/A,1030,addition,operand_digits=3 category=tie num_carries=2 (515+515=1030)
add-3d-679-679,679+679=,N/A,1358,addition,operand_digits=3 category=tie num_carries=3 (679+679=1358)
add-3d-623-623,623+623=,N/A,1246,addition,operand_digits=3 category=tie num_carries=1 (623+623=1246)
add-3d-102-102,102+102=,N/A,204,addition,operand_digits=3 category=tie num_carries=0 (102+102=204)
add-3d-780-780,780+780=,N/A,1560,addition,operand_digits=3 category=tie num_carries=2 (780+780=1560)
add-3d-924-924,924+924=,N/A,1848,addition,operand_digits=3 category=tie num_carries=1 (924+924=1848)
add-3d-811-811,811+811=,N/A,1622,addition,operand_digits=3 category=tie num_carries=1 (811+811=1622)
add-3d-555-888,555+888=,N/A,1443,addition,operand_digits=3 category=repeated_digit num_carries=3 (555+888=1443)
add-3d-444-999,444+999=,N/A,1443,addition,operand_digits=3 category=repeated_digit num_carries=3 (444+999=1443)
add-3d-333-444,333+444=,N/A,777,addition,operand_digits=3 category=repeated_digit num_carries=0 (333+444=777)
add-3d-666-666,666+666=,N/A,1332,addition,operand_digits=3 category=repeated_digit num_carries=3 (666+666=1332)
add-3d-666-888,666+888=,N/A,1554,addition,operand_digits=3 category=repeated_digit num_carries=3 (666+888=1554)
add-3d-222-555,222+555=,N/A,777,addition,operand_digits=3 category=repeated_digit num_carries=0 (222+555=777)
add-3d-444-777,444+777=,N/A,1221,addition,operand_digits=3 category=repeated_digit num_carries=3 (444+777=1221)
add-3d-222-333,222+333=,N/A,555,addition,operand_digits=3 category=repeated_digit num_carries=0 (222+333=555)
add-3d-777-999,777+999=,N/A,1776,addition,operand_digits=3 category=repeated_digit num_carries=3 (777+999=1776)
add-3d-111-333,111+333=,N/A,444,addition,operand_digits=3 category=repeated_digit num_carries=0 (111+333=444)
add-3d-999-999,999+999=,N/A,1998,addition,operand_digits=3 category=repeated_digit num_carries=3 (999+999=1998)
add-3d-333-666,333+666=,N/A,999,addition,operand_digits=3 category=repeated_digit num_carries=0 (333+666=999)
