slug,prompt,transcoder_set
jason-project-s7-8-ctx,The JASON Foundation for Education was founded in 1990 as a 501(c)(3) non-profit organization to administer the project. The Foundation became a subsidiary of the National,gemma
woh-saat-din-s12-8-ctx,"When Maya gains consciousness, she confides in Dr. Anand, saying she did not want to get",gemma
morphology-biology-s20-12-ctx,"In addition, there can be morphological differences within a species, such as in Apoica flavissima where queens are significantly smaller than workers. A further problem with relying on morphological data is that what may",gemma
religion-in-ancient-rome-s25-14-ctx,"The augurs read the will of the gods and supervised the marking of boundaries as a reflection of universal order, thus sanctioning Roman expansionism and foreign wars as a matter of divine destiny. The Roman triumph was at its core a religious procession in which the victorious",gemma
contemporary-classical-music-s6-12-ctx,"In the post-war era, modernist composers sought to achieve greater levels of control in their composition process (e.g., through the use of the twelve-tone technique and later total serialism). At the same time, conversely, composers also experimented with means of abdicating",gemma
history-of-sport-s33-8-ctx,"These games took place every four years, or Olympiad, which became a unit of time in historical chronologies. Initially a single sprinting event, the Olympics gradually",gemma
sennan-fielding-s10-15-ctx,"Fielding made his British GT debut driving for Steller Performance in an ageing Toyota GT86 GT4 with Tom Canning and Richard Williams, finishing in the points on three occasions and ending the season in 18th with 26 points. In 2019, Fielding drove for Steller Performance for a second year in the British GT",gemma
richy-ahmed-s5-12-ctx,"His music releases include ""The Drums"", which was named Pete Tong's Essential New Tune and more recently Sneaky Acid EP for Hot Creations' 50th release. Ahmed has joined the roster of artists taking part in the BBC",gemma
mcquiggin-v-perkins-s45-10-ctx,"Perkins, 569 U.S. 383 (2013) is available from: Cornell CourtListener Google Scholar Internet",gemma
thingiverse-s11-8-ctx,"Thingiverse received an Honorable Mention in the Digital Communities category of the 2010 ARS Electronica, Prix Ars Electronica international competition for cyber-arts. As of November 2012, 25,000 designs had been",gemma
you-talkin-to-me-film-s13-15-ctx,"As Bronson's involvement deepens, he films racist public service announcements despite his friendship with Thatcher. When Archer discovers Thatcher's milk billboard, he sends neo-Nazi associates to assault Thatcher, pouring white",gemma
joran-the-princess-of-snow-and-blood-s35-11-ctx,"On February 9, 2021, the anime original television series was announced in a press conference by Bushiroad. The series was animated by Tatsunoko Production (under their Bakken Record",gemma
photovoltaic-system-s1-9-ctx,"A photovoltaic system, also called a PV system or solar power system, is an electric power system designed to supply usable solar power by means of photovoltaics. It consists of an arrangement of several components, including",gemma
effects-of-climate-change-s48-12-ctx,"The more carbon dioxide (CO2) is emitted in the 21st century the hotter the world will be by 2100. For a doubling of greenhouse gas concentrations, the global mean temperature would",gemma
periods-in-western-art-history-s2-10-ctx,"An art period is a phase in the development of the work of an artist, groups of artists or art movement. Minoan art Aegean art Ancient Greek art Roman art Early",gemma
garbage-collection-computer-science-s32-13-ctx,"The overall strategy consists of determining which objects should be garbage collected by tracing which objects are reachable by a chain of references from certain root objects, and considering the rest as garbage and collecting them. However, there are a large number of algorithms used in implementation, with widely",gemma
territorial-evolution-of-the-british-empire-s15-11-ctx,"Many of the former territories of the British Empire are members of the Commonwealth of Nations. Fourteen of these (known, with the United Kingdom, as the 15",gemma
western-roman-empire-s5-12-ctx,"Although there were periods with more than one emperor ruling jointly before, the view that it was impossible for a single emperor to govern the entire Empire was institutionalized by emperor Diocletian following the disastrous civil wars and disintegrations of the Crisis of the Third Century. In 286 he introduced the system of the Tetrarchy, with two senior",gemma
spacex-s16-11-ctx,"Around this time, SpaceX began building test prototypes for SpaceX Starship, the largest launch vehicle in history. SpaceX plans to adapt it as a human lander for lunar",gemma
2008-box-office-entertainment-awards-s3-8-ctx,"The winners are chosen from the Top 10 Philippine films of 2007, top-rating shows in Philippine television, top recording awards received by singers, and top gross receipts of concerts and performances. On May 13, 2008 at RCBC Plaza, Ayala",gemma
daniel-hoffman-s26-10-ctx,"From 1965 the couple spent summers in Brooksville, Maine. In 2008 Orchises Press brought out a selection of McFarland's",gemma
medieval-philosophy-s12-12-ctx,"With the possible exceptions of Avicenna and Averroes, medieval thinkers did not consider themselves philosophers at all: for them, the philosophers were the ancient pagan writers such as Plato and Aristotle. However, their theology used the methods and logical techniques of the ancient",gemma
2019-uefa-european-under-21-championship-qualification-group-6-s5-13-ctx,"Times are CET/CEST, as listed by UEFA (local times, if different, are in parentheses). There were 84 goals scored in 30 matches, for an average of 2.8",gemma
the-world-of-david-the-gnome-s31-11-ctx,"King (voiced by Eduardo Moreno in the original Spanish version, Richard Dumont in the English dub) Paul (voiced by Walter Massey in the English dub) is David's twin brother, who has a normal moustache in contrast to David's handlebar moustache. He also wears differently colored clothing, as he wears a dark",gemma
comparison-of-top-chess-players-throughout-history-s32-10-ctx,"CAPS (Computer Aggregated Precision Score) is a system created by Chess.com that compares players from different eras by finding the percentage of moves that matches that of a chess engine. In this system, Magnus Carlsen scored the highest among world",gemma
taxonomy-biology-s10-15-ctx,"There is some disagreement as to whether biological nomenclature is considered a part of taxonomy (definitions 1 and 2), or a part of systematics outside taxonomy. For example, definition 6 is paired with the following definition of systematics that places nomenclature",gemma
justin-moore-basketball-s14-12-ctx,"John's. As a freshman, he averaged 11.3 points, 3.1 rebounds and 1.9 assists",gemma
paramontroseite-s10-8-ctx,"The type locality is Bitter Creek Mine, Paradox Valley, Uravan District, Montrose County, Colorado, USA. In the USA it is found in Montrose",gemma
harry-verran-s6-12-ctx,Verran won the South West Nova electoral district for the Liberal party in the 1993 federal election during the Liberals large majority government. He was able to win the district as a Liberal in part,gemma
itlu-sravani-subramanyam-s1-10-ctx,"Itlu Sravani Subramanyam (transl. Regards, Sravani and Subramanyam) is a 2001 Indian Telugu-language romantic",gemma
age-of-discovery-s33-15-ctx,"The concept of ""discovery"" has been used to enforce colonial claiming and discovery, but has been challenged by Indigenous peoples and researchers. Many indigenous peoples have fundamentally challenged the concept of colonial claiming of ""discovery"" over their",gemma
french-revolution-of-1848-s7-11-ctx,"Upon Louis XVIII's death, his brother, the Count of Artois, ascended to the throne in 1824, as Charles X. Supported by the ultra-royalists, Charles X was an extremely unpopular reactionary",gemma
introduction-to-quantum-mechanics-s26-11-ctx,"The lowest frequencies above visible colors are infrared light, which also gives off heat. Continuous wave theories of light and matter cannot explain the black-body",gemma
the-great-western-cotton-factory-s18-11-ctx,"In 1968 the building was demolished, leaving only the remnants of the weaving sheds in the Barton Hill Trading Estate on Cotton Mill Lane. Records of the Great Western Cotton Factory are held at Bristol",gemma
sydney-opera-house-s31-9-ctx,"Yallamundi Rooms: A function space hosting up to 400 people, often used for weddings or business conferences. Outdoor Forecourt: A flexible open-air venue with a wide",gemma
mackey-feary-s13-8-ctx,"In late 1973, music manager Ed Guy, who worked with Cecilio & Kapono, was looking to put together a band that could capitalize on the new Hawaiian sound. After scouting and auditions Guy felt the most",gemma
theatre-of-ancient-greece-s9-12-ctx,"The Ancient Greeks valued the power of the spoken word, and it was their main method of communication and storytelling. Bahn and Bahn write, ""To Greeks, the spoken word was a living",gemma
physics-wallah-s27-9-ctx,"The company has refused to comment on the validity of the claims and in a statement to Business Today called the allegations a ""distraction"". In August 2022, Physics Wallah acquired FreeCo, a doubt-solving",gemma
sexuality-in-ancient-rome-s10-8-ctx,"With extremely few exceptions, surviving Latin literature preserves the voices of educated male Romans on sexuality. Visual art was created by those of lower",gemma
greg-rothman-s10-10-ctx,"Rothman was chair of the Bush-Cheney 2004 re-election campaign in Cumberland County, Pennsylvania. He was a volunteer aide on the Rick Santorum's 2012",gemma
opera-experiment-s4-12-ctx,"These particles decay to produce muons and neutrinos. The beam from CERN was stopped on 3 December 2012, ending data",gemma
cultural-anthropology-s1-10-ctx,"Cultural anthropology is a branch of anthropology focused on the study of cultural variation among humans. It is in contrast to social anthropology, which perceives cultural",gemma
mountain-range-s6-14-ctx,"Individual mountains within the same mountain range do not necessarily have the same geologic structure or petrology. They may be a mix of different orogenic expressions and terranes, for example thrust",gemma
music-theory-s10-10-ctx,"In ancient and living cultures around the world, the deep and long roots of music theory are visible in instruments, oral traditions, and current music-making. Many cultures have also considered music theory in more formal",gemma
philosophy-of-language-s5-15-ctx,"These writers were followed by Ludwig Wittgenstein (Tractatus Logico-Philosophicus), the Vienna Circle, logical positivists, and Willard Van Orman Quine. In the West, inquiry into language stretches back to the 5th century BC with philosophers",gemma
the-voice-russian-tv-series-season-3-s2-14-ctx,"Dmitry Nagiev returned as the show's presenter for his third seasons. Dima Bilan, Pelageya, Alexander Gradsky, and Leonid Agutin returned as the coach's for their",gemma
loto-tonga-soka-centre-s7-10-ctx,The original facility was demolished and the land was redeveloped for the construction of the new Loto-Tonga Soka Centre. Plans for a new 700-seat association football stadium to be,gemma
history-of-the-middle-east-s30-13-ctx,"The earliest human migrations out of Africa occurred through the Middle East, namely over the Levantine corridor, with the pre-modern Homo erectus about 1.8 million years BP. One of the potential routes for early human migrations toward southern and eastern",gemma
psychology-s31-15-ctx,"Folk psychology is the understanding of the mental states and behaviors of people held by ordinary people, as contrasted with psychology professionals' understanding. The ancient civilizations of Egypt, Greece, China, India, and Persia all engaged in the philosophical",gemma
big-band-s8-10-ctx,"The division in early big bands, from the 1920s to 1930s, was typically two or three trumpets, one or two trombones, three or four saxophones, and a rhythm section of four instruments. In the 1940s, Stan Kenton's band used up to five",gemma
discrete-mathematics-s3-11-ctx,"By contrast, discrete mathematics excludes topics in ""continuous mathematics"" such as real numbers, calculus or Euclidean geometry. Discrete objects can often be enumerated by integers; more formally, discrete",gemma
cinema-of-india-s1-13-ctx,"The cinema of India, consisting of motion pictures made by the Indian film industry, has had a large effect on world cinema since the second half of the 20th century. Indian cinema is made up of various film industries, each focused on producing",gemma
introduction-to-quantum-mechanics-s27-15-ctx,"Continuous wave theories of light and matter cannot explain the black-body radiation curve. Planck spread the heat energy among individual ""oscillators"" of an undefined character but with discrete",gemma
downtown-rowlett-station-s11-8-ctx,"On March 25, 2011, DART held a groundbreaking for the extension. Testing began in April 2012, and the completed",gemma
garbage-collection-computer-science-s24-12-ctx,A peer-reviewed paper from 2005 concluded that GC needs five times the memory to compensate for this overhead and to perform as fast as the same program using idealized explicit memory management. The comparison however is made to a program generated by inserting deallocation,gemma
opera-s1-9-ctx,"Opera is a form of Western theatre in which music is a fundamental component and dramatic roles are taken by singers. Such a ""work"" (the literal translation of the Italian",gemma
history-of-computer-science-s1-10-ctx,"The history of computer science began long before the modern discipline of computer science, usually appearing in forms like mathematics or physics. Developments in previous centuries alluded to the discipline that we",gemma
introduction-to-quantum-mechanics-s42-8-ctx,"Ten years elapsed before Millikan's definitive experiment verified Einstein's prediction. During that time, many scientists rejected the revolutionary",gemma
island-nation-s2-12-ctx,"The season 1 covered the history from 1990 to 1994. The series will include 80 episodes over 8 seasons, with the first",gemma
john-barrett-actor-s2-11-ctx,"Born in Rochdale in 1910, Barrett worked in a family business there, and in the 1930s began working in the theatre. He started as an assistant stage manager, and at different times",gemma
literature-s31-13-ctx,"The early Buddhist texts are also generally believed to be of oral tradition, with the first by comparing inconsistencies in the transmitted versions of literature from various oral societies such as the Greek, Serbia and other cultures, then noting that the Vedic literature is too consistent and vast to have been composed and transmitted orally across generations, without being written down. According to Goody, the Vedic texts likely involved both a written and oral",gemma
greg-rothman-s19-13-ctx,"In 2019, Rothman sponsored legislation to shorten the time period for evictions in Pennsylvania. The bill was supported by landlords' organizations and opposed by tenant and low-income",gemma
rural-municipality-of-mount-pleasant-no-2-s10-13-ctx,"Localities Elmore In the 2021 Census of Population conducted by Statistics Canada, the RM of Mount Pleasant No. 2 had a population of 419 living in 152 of its 182 total",gemma
richy-ahmed-s4-11-ctx,"His music has influences from disco, techno, funk, electro and hip hop. His music releases include ""The Drums"", which was named Pete Tong's",gemma
big-radio-3-s1-12-ctx,"Big Radio 3 is a Bosnian local commercial radio station, broadcasting from Banja Luka, Bosnia and Herzegovina. This radio station broadcasts a variety of programs such as foreign pop",gemma
andrew-tiedemann-s6-14-ctx,"Tiedemann had previously represented Canada at the U-17, U-19, and U-20 levels before making his debut with the senior men's squad. At the 2008 IRB Junior World Championship Tiedemann started in four of the five",gemma
effects-of-climate-change-on-small-island-countries-s35-11-ctx,"Once the limited available soil on these islands becomes salinated, it becomes very difficult to produce subsistence crops such as breadfruit. This would severely impact the agricultural and commercial sector in nations",gemma
918th-air-refueling-squadron-s4-8-ctx,"Although most of the squadron remained in the United States during the war, part of its air echelon deployed to the Pacific where it performed photographic mapping missions until the unit was inactivated in 1944. The squadron was allotted to the Air Force",gemma
italian-baroque-art-s21-13-ctx,Its exuberance and colour was picked up on by later Baroque painters while the classicising aspects of its design (disegno) influenced painters who followed the more classical cannon. Other influential painters during this early period who influenced the development of Baroque,gemma
charles-s-kilburn-s18-15-ctx,"A. Russell, Wyoming, and, from February to September 1918, Kilburn was assigned to the 8th Cavalry",gemma
jazz-rap-s29-10-ctx,"Groups making up the collective known as the Native Tongues tended toward jazzy releases: these include the Jungle Brothers' debut, Straight Out the Jungle (Warlock, 1988), and A Tribe Called Quest's People's Instinctive Travels and the Paths of Rhythm (Jive, 1990). The Low End Theory has become one of hip hop's",gemma
winter-olympic-games-s1-11-ctx,"The Winter Olympic Games (French: Jeux olympiques d'hiver), also known as the Olympic Winter Games or simply the Winter Olympics, are a major international multi-sport event held once every four years for sports practiced on snow and ice. The Winter Olympics are usually held in February, during the winter",gemma
metamorphosis-iii-s16-14-ctx,"The second bird pattern then becomes black-and-white triangles, which then become envelopes with wings. These winged envelopes then return to the black-and-white triangles and then to the original",gemma
byzantines-s24-8-ctx,"There are various runic inscriptions left in Norway, Sweden and even in Athens by travellers and members of the Varangian Guard like Greece runestones and the Piraeus Lion which we meet the terms Grikkland (Greece) and Grikkr referring to their ventures in Byzantine Empire and their interaction with the Byzantines. The Byzantines are a Greek-speaking and Orthodox Christian",gemma
indian-classical-music-s34-11-ctx,"The classic Sanskrit text Natya Shastra is at the foundation of the numerous classical music and dance traditions of India. Before Natyashastra was finalized, the ancient Indian traditions had classified musical",gemma
climate-change-mitigation-s14-11-ctx,"These changes are part of the fast carbon cycle, whereas fossil fuels release CO2 that was buried underground as part of the slow carbon cycle. Methane is a short-lived greenhouse gas that is produced by decaying",gemma
military-of-the-mongol-empire-s32-9-ctx,"The Mongols have also used crossbows (possibly acquired from the Chinese), also both for infantry and cavalry, but these were rarely used in battle. During the Siege of Nishapur in 1221, the Mongols",gemma
richy-ahmed-s5-14-ctx,"His music releases include ""The Drums"", which was named Pete Tong's Essential New Tune and more recently Sneaky Acid EP for Hot Creations' 50th release. Ahmed has joined the roster of artists taking part in the BBC Radio 1",gemma
history-of-chess-s25-12-ctx,"The Mongols call the game shatar, and in Ethiopia it is called senterej, both evidently derived from shatranj. Chess spread directly from the Middle East to Russia, where chess became",gemma
nato-bombing-of-the-radio-television-of-serbia-headquarters-s15-11-ctx,There was considerable disagreement between the United States and the French government regarding the legitimacy and legality of the bombing. While giving a speech at the Overseas Press Club sixtieth anniversary,gemma
sonapah-s1-14-ctx,"Craft Tourism Village Sonapah is a village in tehsil Beerwah, district Budgam of the Jammu and Kashmir (India). As of the 2011 census, the population of Sonapah is 4900, of which 2300are",gemma
chemistry-band-s3-10-ctx,"Their first single ""Pieces of a Dream"" was released on March 3, 2001, and was the best selling single that year (over 2 million). Most of their singles have reached #1 on the Oricon",gemma
artificial-intelligence-s23-13-ctx,"Knowledge representation and knowledge engineering allow AI programs to answer questions intelligently and make deductions about real-world facts. Formal knowledge representations are used in content-based indexing and retrieval, scene interpretation, clinical",gemma
amitzur-shapira-s14-8-ctx,"Reeve, Simon: One day in September. The full story of the 1972 Munich Olympics",gemma
formation-and-evolution-of-the-solar-system-s15-8-ctx,"In roughly five billion years, the Sun's surface will cool as the hydrogen fusion to helium stops in the core of the Sun, becoming a subgiant, and over the next two and a half to three billion years thereafter, it will expand outward to many times its current diameter, becoming a red giant twice with an intermittent phase between the principal RGB and AGB phases, before casting off its outer layers as a planetary nebula and leaving behind a stellar remnant known as a white dwarf. In the distant future, the gravity of passing",gemma
fault-geology-s42-10-ctx,"In a normal fault, the hanging wall moves downward, relative to the footwall. The dip of most normal faults is at least 60",gemma
garbage-collection-computer-science-s20-12-ctx,"Double free bugs, which occur when the program tries to free a region of memory that has already been freed, and perhaps already been allocated again. Certain kinds of memory leaks, in which a program fails to free",gemma
industrial-revolution-s31-8-ctx,"By the early 19th century, industrialisation had reached Western Europe and the United States, and by the late 19th century, Japan. The commencement of the Industrial Revolution is closely",gemma
formation-and-evolution-of-the-solar-system-s39-10-ctx,"Late in the life of these stars, they ejected heavier elements into the interstellar medium. Some scientists have given the name Coatlicue to a hypothetical",gemma
medicine-s21-14-ctx,"Differential diagnosis methods help to rule out conditions based on the information provided. During the encounter, properly informing the patient of all relevant facts is an important",gemma
sun-s17-9-ctx,"After the red giant phase, models suggest the Sun will shed its outer layers and become a dense type of cooling star (a white dwarf), and no longer produce energy by fusion, but will still glow and give off heat from its previous fusion for perhaps trillions of years. After that, it is theorised to become an extremely",gemma
sydney-opera-house-s30-11-ctx,"Utzon Room: A small multi-purpose venue for parties, corporate functions and small productions (such as chamber music performances). Yallamundi Rooms: A function space hosting up to 400 people, often",gemma
photovoltaic-system-s1-15-ctx,"A photovoltaic system, also called a PV system or solar power system, is an electric power system designed to supply usable solar power by means of photovoltaics. It consists of an arrangement of several components, including solar panels to absorb and convert",gemma
military-of-the-mongol-empire-s8-12-ctx,"The Mongols protected their horses in the same way as they did themselves, covering them with lamellar armor. Horse armor was divided into five parts and designed to protect every",gemma
french-revolution-of-1848-s8-12-ctx,"Supported by the ultra-royalists, Charles X was an extremely unpopular reactionary monarch whose aspirations were far more grand than those of his deceased brother. He had no desire to rule as a constitutional monarch, taking various",gemma
rainforest-s23-12-ctx,"In Australia, dry rainforests have structurally complex species composition. These species can have various adaptations such as deciduousness or semi-deciduousness, reduced",gemma
patsy-rodgers-s1-10-ctx,Patsy Rodgers was the first Stampede Queen of the Calgary Stampede. She became Stampede Queen in 1946 and returned as parade,gemma
william-allen-canadian-politician-s11-15-ctx,"Robert Allen's father-in-law, Randall McDonnell, was the mayor of Mayo, Quebec for 13 consecutive years. In 1950, William Allen entered municipal politics with his election as an alderman on Toronto",gemma
climate-change-s2-10-ctx,Climate change in a broader sense also includes previous long-term changes to Earth's climate. The modern-day rise in global temperatures is driven by human,gemma
island-s6-8-ctx,Islands are host to diverse plant and animal life. Oceanic islands have the sea as a natural,gemma
sennan-fielding-s13-15-ctx,"Fielding and Williams made their GT3 debut for Steller driving the Audi R8 LMS Evo at Brands Hatch and finished sixth overall. In 2023, Fielding formed part of Steller's driver lineup for their Michelin Le Mans Cup",gemma
2019-amazon-rainforest-wildfires-s19-12-ctx,"Human-driven deforestation of the Amazon rainforest has been a major concern for decades as the rainforest's impact on the global climate has been measured. From a global climate perspective, the Amazon has been the world's largest",gemma
armory-center-for-the-arts-s1-9-ctx,"The Armory Center for the Arts is a non-profit community arts organization that offers arts education programs and contemporary art exhibitions in Pasadena, California, United States. It originated as the education department of the Pasadena",gemma
impressionism-s10-10-ctx,Turner. They also painted realistic scenes of everyday life in natural,gemma
desert-ecology-s14-12-ctx,"Deserts are most notable for their dry climates; usually a result from their surrounding geography. For example, rain-blocking mountain ranges, and distance from oceans are two geographic",gemma
st-john-the-baptist-cathedral-carora-s1-14-ctx,The St. John the Baptist Cathedral (Spanish: Catedral de San Juan Bautista de Carora) or simply,gemma
software-architecture-s26-14-ctx,"Software architecture patterns operate at a higher level of abstraction than software design patterns, solving broader system-level challenges. While these patterns typically affect system-level concerns, the distinction between architectural patterns and architectural",gemma
middle-ages-s36-12-ctx,"Leonardo Bruni was the first historian to use tripartite periodisation in his History of the Florentine People (1442), with a middle period ""between the fall of the Roman Empire and the revival of city life sometime in late eleventh and twelfth centuries"". Tripartite periodisation became standard after the 17th-century German historian Christoph Cellarius divided",gemma
rudy-lozano-s16-11-ctx,"RLLA is associated with the Instituto Del Progreso Latino in Chicago. His son, Rudy Jr, ran for State Representative in the 23rd",gemma
george-mcavoy-s2-11-ctx,"The rest of his career, which lasted from 1951 to 1966, was spent in the minor leagues. McAvoy also played for the Canadian national team at the 1955",gemma
nude-photography-s27-11-ctx,"Music album covers often incorporate photography, at times including nude or semi-nude images. Album covers that have incorporated nudity have included those of performers",gemma
mountain-island-north-carolina-s9-13-ctx,"The site at river's edge featured a partially completed canal around the shoals that could be used for a mill race, and a steep island whose top now rises from the lake. Machinery was moved from the Mount Hecla mill by mule-drawn wagon and operations",gemma
behavioural-genetics-s13-11-ctx,"Plato, for example, argued in The Republic that selective breeding among the citizenry to encourage the development of some traits and discourage others, what today might be called eugenics, was to be encouraged in the pursuit of an ideal society. Behavioural genetic concepts also existed during the English Renaissance, where William",gemma
history-of-science-s3-13-ctx,"Protoscience, early sciences, and natural philosophies such as alchemy and astrology that existed during the Bronze Age, Iron Age, classical antiquity and the Middle Ages, declined after the emergence of modern sciences during the Scientific Revolution. The earliest roots of scientific thinking and practice can be traced to Ancient",gemma
the-voice-russian-tv-series-season-3-s4-12-ctx,"Alexandra Vorobyova was announced the winner on December 26, 2014, marking Alexander Gradsky's third win as a coach, thus expanding his winning streak to third seasons in a row. Leonid Agutin, Pelageya, Alexander Gradsky, and Dima Bilan return for their third",gemma
